,alpha,std2,delta,pdf_type,h,ARL0,ARL1,CompTime
2970,0.9,3.0,3.0,Bigaussian,3.0232974489628743,55.61518858307849,1.2552204176334107,1.9376048469299363e-05
2971,0.9,3.0,3.0,Bigaussian,3.1961078123075457,66.02387130254282,1.314410480349345,1.7778335259050784e-05
2972,0.9,3.0,3.0,Bigaussian,3.368918175652217,75.13770325203252,1.3682277318640954,1.9130716906218172e-05
2973,0.9,3.0,3.0,Bigaussian,3.541728538996888,96.900354071826,1.365530303030303,2.3663634688532447e-05
2974,0.9,3.0,3.0,Bigaussian,3.714538902341559,139.36395233366434,1.3580827067669172,1.8544876636337578e-05
2975,0.9,3.0,3.0,Bigaussian,3.88734926568623,317.3453312467397,1.366120218579235,1.6270081896435517e-05
2976,0.9,3.0,3.0,Bigaussian,4.060159629030901,359.8377812663527,1.3403441682600383,1.5918544824546693e-05
2977,0.9,3.0,3.0,Bigaussian,4.232969992375572,417.7252475247525,1.4047402005469463,1.953442047319462e-05
2978,0.9,3.0,3.0,Bigaussian,4.405780355720243,444.7176702862784,1.4493273542600897,1.7496994886927863e-05
2979,0.9,3.0,3.0,Bigaussian,4.5785907190649136,502.7612655800575,1.5250227479526843,2.0944787674421176e-05
2980,0.9,3.0,3.0,PWG,1.4247131970677815,20.96060924369748,1.0,7.4108533214704896e-06
2981,0.9,3.0,3.0,PWG,1.6148045967469196,24.113612565445028,1.1851851851851851,8.42225823144985e-06
2982,0.9,3.0,3.0,PWG,1.8048959964260578,25.304683479155944,1.1936708860759493,8.721548810962318e-06
2983,0.9,3.0,3.0,PWG,1.9949873961051958,27.692307692307693,1.2477168949771689,1.3632733366209578e-05
2984,0.9,3.0,3.0,PWG,2.185078795784334,30.570638511814984,1.2352941176470589,9.792168101078624e-06
2985,0.9,3.0,3.0,PWG,2.375170195463472,33.00299850074963,1.2238470191226096,9.197333498565378e-06
2986,0.9,3.0,3.0,PWG,2.5652615951426103,37.25445026178011,1.0,7.467255083369656e-06
2987,0.9,3.0,3.0,PWG,2.7553529948217483,41.62291771832408,1.2689655172413794,8.905569957124349e-06
2988,0.9,3.0,3.0,PWG,2.9454443945008864,44.416110826064646,1.2848034006376197,1.4243108949519619e-05
2989,0.9,3.0,3.0,PWG,3.1355357941800244,48.633299798792756,1.2844243792325056,7.399697768770955e-06
2990,0.9,3.0,3.0,PWG,3.3256271938591624,54.29113924050633,1.2902564102564102,6.167864962430787e-06
2991,0.9,3.0,3.0,PWG,3.515718593538301,62.03977844914401,1.3289606458123109,4.5421623545571325e-06
2992,0.9,3.0,3.0,PWG,3.7058099932174384,77.03713123092574,1.0,4.598621939461091e-06
2993,0.9,3.0,3.0,PWG,3.895901392896577,281.2847324496809,1.3214971209213051,5.295232418817759e-06
2994,0.9,3.0,3.0,PWG,4.085992792575715,305.7713139418255,1.0,4.1310651891662725e-06
2995,0.9,3.0,3.0,PWG,4.276084192254853,341.74975024975026,1.373062015503876,5.778095045668252e-06
2996,0.9,3.0,3.0,PWG,4.466175591933991,380.4808660624371,1.4527027027027026,5.4454787631909e-06
2997,0.9,3.0,3.0,PWG,4.656266991613129,422.8549848942598,1.4420866489832007,4.346261786443648e-06
2998,0.9,3.0,3.0,PWG,4.846358391292267,493.4331983805668,1.4323144104803494,4.033145397249337e-06
2999,0.9,3.0,3.0,PWG,5.036449790971405,556.5335874225822,1.5161564625850341,7.3917476314674525e-06
3000,0.9,6.0,0.5,Gaussian,2.6970144069264257,43.85545873910815,14.927380952380952,6.949029706963773e-06
3001,0.9,6.0,0.5,Gaussian,3.053289640284491,47.810175054704594,17.02657004830918,5.825216910415429e-06
3002,0.9,6.0,0.5,Gaussian,3.409564873642557,58.485925925925926,18.820528967254408,5.018953448505271e-06
3003,0.9,6.0,0.5,Gaussian,3.7658401070006224,66.05189941144997,21.90031152647975,6.597007673969846e-06
3004,0.9,6.0,0.5,Gaussian,4.122115340358688,77.07931404072883,23.638604930847865,1.7437328985995526e-06
3005,0.9,6.0,0.5,Gaussian,4.478390573716753,87.91507430997876,26.119951778179626,3.7368637183534538e-06
3006,0.9,6.0,0.5,Gaussian,4.834665807074819,107.74769897130481,27.549194991055455,2.5051159685246677e-06
3007,0.9,6.0,0.5,Gaussian,5.190941040432884,111.49127445795875,29.717365269461077,3.161928305869187e-06
3008,0.9,6.0,0.5,Gaussian,5.54721627379095,129.228555917481,33.282766990291265,2.2994271387199525e-06
3009,0.9,6.0,0.5,Gaussian,5.903491507149015,153.23209477652128,35.49718574108818,3.6444501037403385e-06
3010,0.9,6.0,0.5,Gaussian,6.2597667405070805,175.1640042598509,37.85306618093503,2.4015379943108003e-06
3011,0.9,6.0,0.5,Gaussian,6.616041973865147,198.0504612045578,40.743801652892564,3.3511461383908026e-06
3012,0.9,6.0,0.5,Gaussian,6.972317207223213,220.14002145922746,43.96939454424484,2.5201992920491474e-06
3013,0.9,6.0,0.5,Gaussian,7.328592440581279,247.43897099069514,45.33229036295369,2.1692427771516286e-06
3014,0.9,6.0,0.5,Gaussian,7.684867673939344,274.5844504021448,48.13470173187941,2.1118626945623118e-06
3015,0.9,6.0,0.5,Gaussian,8.04114290729741,306.6424211597152,50.38150289017341,2.6234814974928864e-06
3016,0.9,6.0,0.5,Gaussian,8.397418140655475,343.84943940202885,52.6463567839196,2.2797497941065694e-06
3017,0.9,6.0,0.5,Gaussian,8.75369337401354,394.4812030075188,56.0863453815261,1.9150497292976027e-06
3018,0.9,6.0,0.5,Gaussian,9.109968607371606,450.5373291272345,57.083276450511946,2.09107355068909e-06
3019,0.9,6.0,0.5,Gaussian,9.466243840729671,481.18779342723,63.97008837525493,2.5576406415625284e-06
3020,0.9,6.0,0.5,Bigaussian,1.5169296586105427,44.38015607580825,9.683602771362587,1.944610675837861e-05
3021,0.9,6.0,0.5,Bigaussian,1.6192244125317634,53.87287671232877,10.21976149914821,1.8119034200109996e-05
3022,0.9,6.0,0.5,Bigaussian,1.7215191664529839,59.07709251101321,10.727164887307236,1.9078014199141638e-05
3023,0.9,6.0,0.5,Bigaussian,1.8238139203742043,67.7880285557386,11.693714285714286,1.7370747403676145e-05
3024,0.9,6.0,0.5,Bigaussian,1.926108674295425,79.08364611260053,12.535158680771625,1.6157738822170413e-05
3025,0.9,6.0,0.5,Bigaussian,2.0284034282166457,88.33492063492064,13.234830097087379,1.8636904136285824e-05
3026,0.9,6.0,0.5,Bigaussian,2.1306981821378663,100.83047091412742,14.408785845027456,1.7594838383178756e-05
3027,0.9,6.0,0.5,Bigaussian,2.2329929360590866,115.24845418774592,15.094586185438706,1.6702192585877825e-05
3028,0.9,6.0,0.5,Bigaussian,2.3352876899803072,134.3381893860562,15.940954773869347,1.7245153860581206e-05
3029,0.9,6.0,0.5,Bigaussian,2.437582443901528,145.58882978723403,16.448101265822785,1.7375697452081446e-05
3030,0.9,6.0,0.5,Bigaussian,2.539877197822748,168.30244399185335,17.08537350910232,1.5671541331221124e-05
3031,0.9,6.0,0.5,Bigaussian,2.642171951743969,191.61204188481676,17.888120678818353,1.6459064292055816e-05
3032,0.9,6.0,0.5,Bigaussian,2.7444667056651895,213.37321063394683,19.26559356136821,1.8200997035187005e-05
3033,0.9,6.0,0.5,Bigaussian,2.84676145958641,226.34629156010232,19.605348988910634,2.001500730194309e-05
3034,0.9,6.0,0.5,Bigaussian,2.949056213507631,271.8834128245893,21.52624403544649,1.6110266289707068e-05
3035,0.9,6.0,0.5,Bigaussian,3.051350967428851,296.57233368532206,21.366302864938607,1.6622535931672336e-05
3036,0.9,6.0,0.5,Bigaussian,3.1536457213500717,342.35103558151883,21.931818181818183,1.6283420116983197e-05
3037,0.9,6.0,0.5,Bigaussian,3.2559404752712924,381.02189409368634,23.066098081023455,1.612164266199149e-05
3038,0.9,6.0,0.5,Bigaussian,3.3582352291925126,426.1988781234064,24.689339437540877,1.7179190305167454e-05
3039,0.9,6.0,0.5,Bigaussian,3.4605299831137333,461.2887218045113,25.194602272727273,1.6633168988056287e-05
3040,0.9,6.0,0.5,PWG,1.6686226244715971,46.18977705274606,9.656427758816838,5.548133364363151e-06
3041,0.9,6.0,0.5,PWG,1.7811468537849398,54.26269797924631,10.455614344503234,6.4878088892732235e-06
3042,0.9,6.0,0.5,PWG,1.8936710830982824,63.12513368983957,11.357996585088218,4.3992672577399575e-06
3043,0.9,6.0,0.5,PWG,2.006195312411625,72.42991689750693,11.639906922629436,2.9877994452143794e-06
3044,0.9,6.0,0.5,PWG,2.1187195417249676,85.75482093663912,13.073356807511738,3.4528100534374177e-06
3045,0.9,6.0,0.5,PWG,2.23124377103831,92.64040190375462,13.038172715894868,4.741356688215635e-06
3046,0.9,6.0,0.5,PWG,2.343768000351653,105.72881355932203,14.666259914582062,2.9614652217887764e-06
3047,0.9,6.0,0.5,PWG,2.456292229664996,120.20369393139842,15.584242424242424,3.964863417591349e-06
3048,0.9,6.0,0.5,PWG,2.568816458978338,138.5603217158177,16.22131661442006,3.026017465599563e-06
3049,0.9,6.0,0.5,PWG,2.681340688291681,164.56314168377824,17.220706757594545,2.8423663287284093e-06
3050,0.9,6.0,0.5,PWG,2.793864917605023,187.35683987274655,17.893564356435643,3.900468370652868e-06
3051,0.9,6.0,0.5,PWG,2.9063891469183663,198.67885532591416,18.54230769230769,2.730607961598523e-06
3052,0.9,6.0,0.5,PWG,3.018913376231709,220.7108695652174,19.77986577181208,2.975675651228061e-06
3053,0.9,6.0,0.5,PWG,3.1314376055450515,245.0060706401766,20.97935483870968,2.4137322635789526e-06
3054,0.9,6.0,0.5,PWG,3.243961834858394,273.6854219948849,20.978566644340255,2.7898963204649897e-06
3055,0.9,6.0,0.5,PWG,3.3564860641717367,316.84043099025143,21.85503166783955,3.0111908624604587e-06
3056,0.9,6.0,0.5,PWG,3.4690102934850793,357.1182519280206,23.783512064343164,3.072519579871139e-06
