,alpha,std2,delta,pdf_type,h,ARL0,ARL1,CompTime
179,0.6,6.0,0.5,PWG,3.368276309824953,340.2039748953975,39.44130127298444,3.020932438495263e-06
180,0.6,6.0,1.0,Gaussian,1.8645740462643317,30.061135371179038,11.678654292343387,8.082254258468224e-06
181,0.6,6.0,1.0,Gaussian,2.373397515747739,43.40171858216971,16.506833712984054,3.940941002888725e-06
182,0.6,6.0,1.0,Gaussian,2.8822209852311467,68.11672278338945,19.087389380530972,3.723829922081504e-06
183,0.6,6.0,1.0,Gaussian,3.391044454714554,95.64082969432314,24.464242424242425,2.9686082230882283e-06
184,0.6,6.0,1.0,Gaussian,3.8998679241979612,129.6156462585034,27.816985645933013,2.827231428739911e-06
185,0.6,6.0,1.0,Gaussian,4.4086913936813685,172.80921052631578,33.561338289962826,2.881827310354749e-06
186,0.6,6.0,1.0,Gaussian,4.917514863164776,217.8048523206751,37.37926829268293,2.5395230093441714e-06
187,0.6,6.0,1.0,Gaussian,5.426338332648184,287.15108695652174,41.9293059125964,2.201755747391242e-06
188,0.6,6.0,1.0,Gaussian,5.93516180213159,372.84842319430317,46.5195681511471,2.0752935684722825e-06
189,0.6,6.0,1.0,Gaussian,6.443985271614998,470.2134213421342,51.834924965893585,2.208638201055359e-06
190,0.6,6.0,1.0,Bigaussian,1.8379241845672505,44.58700209643606,6.417690417690418,1.8985616277282287e-05
191,0.6,6.0,1.0,Bigaussian,2.0785212869219634,59.76043956043956,7.494409937888198,1.8208489892045562e-05
192,0.6,6.0,1.0,Bigaussian,2.3191183892766762,88.34679089026915,8.15561224489796,1.7957315278653124e-05
193,0.6,6.0,1.0,Bigaussian,2.5597154916313887,111.441431670282,9.429113924050633,1.8209922527984256e-05
194,0.6,6.0,1.0,Bigaussian,2.800312593986102,145.4053794428434,10.248062015503876,1.7383679202395938e-05
195,0.6,6.0,1.0,Bigaussian,3.0409096963408144,186.41938883034774,11.507894736842106,1.7049182231563524e-05
196,0.6,6.0,1.0,Bigaussian,3.2815067986955273,238.3690596562184,12.819178082191781,1.683668859273794e-05
197,0.6,6.0,1.0,Bigaussian,3.52210390105024,319.82794577685087,13.51917808219178,1.678339555763638e-05
198,0.6,6.0,1.0,Bigaussian,3.762701003404953,404.39979338842977,14.810014727540501,1.668877264044391e-05
199,0.6,6.0,1.0,Bigaussian,4.003298105759666,517.769696969697,16.467275494672755,1.655740989606781e-05
200,0.6,6.0,1.0,PWG,2.021716603023976,39.969162995594715,6.430538172715895,4.706567575476119e-06
201,0.6,6.0,1.0,PWG,2.28637341561416,52.952780692549844,7.588167053364269,5.618746641826352e-06
202,0.6,6.0,1.0,PWG,2.551030228204344,70.31827731092437,8.16824644549763,5.6750131321060465e-06
203,0.6,6.0,1.0,PWG,2.8156870407945287,88.28236607142857,9.35519801980198,5.027043727476058e-06
204,0.6,6.0,1.0,PWG,3.0803438533847127,115.56472986748216,10.131414267834794,4.1033421926961585e-06
205,0.6,6.0,1.0,PWG,3.3450006659748968,145.52,11.36813922356091,4.091486758192781e-06
206,0.6,6.0,1.0,PWG,3.6096574785650812,206.32296137339057,12.01410437235543,3.462751132434396e-06
207,0.6,6.0,1.0,PWG,3.8743142911552653,243.97267206477733,12.997202797202798,3.2849059887257474e-06
208,0.6,6.0,1.0,PWG,4.138971103745449,301.64570230607967,13.688202247191011,3.2632888154708067e-06
